OBJECTID,FIPS,STATE_NAME,HOSPITAL_NAME,HOSPITAL_TYPE,HQ_ADDRESS,HQ_CITY,HQ_ZIP_CODE,NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,ADULT_ICU_BEDS,PEDI_ICU_BEDS,BED_UTILIZATION,Potential_Increase_In_Bed_Capac,AVG_VENTILATOR_USAGE,Y,X
6151,21145.0,Kentucky,ContinueCARE Hospital at Baptist Health Paducah,Long Term Acute Care Hospital,2501 Kentucky Ave,Paducah,42003,349.0,37.0,6,6,0.0,0.40037024,312,2.0,37.07,-88.63
6152,48135.0,Texas,ContinueCARE Hospital at Medical Center,Short Term Acute Care Hospital,500 W 4th St,Odessa,79761,25.0,25.0,4,4,,0.6721096,0,2.0,31.85,-102.37
6153,21107.0,Kentucky,ContinueCARE Hospital at Baptist Health Madisonville,Long Term Acute Care Hospital,900 Hospital Dr,Madisonville,42431,35.0,35.0,6,6,0.0,0.37377691,0,2.0,37.34,-87.49
6154,54009.0,West Virginia,Acuity Specialty Hospital of Ohio Valley - Weirton Campus,Long Term Acute Care Hospital,601 Colliers Way,Weirton,26062,20.0,72.0,11,11,,,-52,2.0,40.4,-80.53
6155,37085.0,North Carolina,Good Hope Hospital,Psychiatric Hospital,410 Denim Dr,Erwin,28339,16.0,16.0,0,0,0.0,0.8693493,0,0.0,35.33,-78.67
6156,31109.0,Nebraska,Select Specialty Hospital - Lincoln,Long Term Acute Care Hospital,2300 S 16th St,Lincoln,68502,24.0,24.0,6,6,0.0,0.73789954,0,3.0,40.79,-96.7
6157,19153.0,Iowa,Select Specialty Hospital - Des Moines,Long Term Acute Care Hospital,1111 6th Ave,Des Moines,50314,30.0,30.0,7,7,0.0,0.78465754,0,3.0,41.6,-93.62
6158,45057.0,South Carolina,Rebound Behavioral Health Hospital,Psychiatric Hospital,134 E Rebound Rd,Lancaster,29720,63.0,42.0,0,0,0.0,0.88512719,21,0.0,34.86,-80.8
6159,4019.0,Arizona,Palo Verde Behavioral Health,Psychiatric Hospital,2695 N Craycroft Rd,Tucson,85712,84.0,84.0,0,0,0.0,0.74262881,0,0.0,32.26,-110.88
6160,4013.0,Arizona,Quail Run Behavioral Health,Psychiatric Hospital,2545 W Quail Ave,Phoenix,85027,102.0,102.0,0,0,0.0,0.9091593000000001,0,0.0,33.68,-112.11
6161,4013.0,Arizona,HonorHealth Greenbaum Surgical Specialty Hospital,Short Term Acute Care Hospital,3535 N Scottsdale Rd,Scottsdale,85251,26.0,,4,4,,,26,0.0,33.49,-111.93
6162,6077.0,California,San Joaquin County Mental Health Services Psychiatric Health Facility,Psychiatric Hospital,1212 N California St,Stockton,95202,40.0,40.0,0,0,,,0,0.0,37.97,-121.29
6163,6067.0,California,American River Psychiatric Health Facility,Psychiatric Hospital,4741 Engle Rd,Carmichael,95608,53.0,53.0,0,0,,,0,0.0,38.63,-121.35
6164,6087.0,California,Telecare Santa Cruz County Psychiatric Health Facility,Psychiatric Hospital,2250 Soquel Ave,Santa Cruz,95062,16.0,16.0,0,0,0.0,0.93801367,0,0.0,36.98,-121.99
6165,12081.0,Florida,Suncoast Behavioral Health Center,Psychiatric Hospital,4480 51st St W,Bradenton,34210,60.0,60.0,0,0,0.0,0.59995437,0,0.0,27.46,-82.61
6166,18003.0,Indiana,Park Center,Psychiatric Hospital,1909 Carew St,Fort Wayne,46805,16.0,16.0,0,0,0.0,0.59982878,0,0.0,41.09,-85.11
6167,29077.0,Missouri,MCFP Springfield,Short Term Acute Care Hospital,1900 W Sunshine St,Springfield,65807,,,32,32,,,0,0.0,37.18,-93.32
6168,48423.0,Texas,UT Health Behavioral Hospital (FKA East Texas Medical Center Behavioral Health Center Tyler),Psychiatric Hospital,4101 University Blvd,Tyler,75701,75.0,80.0,0,0,,,-5,0.0,32.31,-95.25
6169,48339.0,Texas,Montgomery County Mental Health Treatment Facility,Psychiatric Hospital,700 Hilbig Rd,Conroe,77301,100.0,100.0,0,0,,,0,0.0,30.34,-95.45
6170,31001.0,Nebraska,Hastings Regional Center,Psychiatric Hospital,4200 W 2nd St,Hastings,68901,30.0,30.0,0,0,,1.0,0,0.0,40.59,-98.44
6171,31055.0,Nebraska,Lasting Hope Recovery Center,Psychiatric Hospital,415 S 25th St,Omaha,68131,64.0,64.0,1,1,,,0,1.0,41.26,-95.95
6172,48141.0,Texas,THOP Transmountain Campus,Short Term Acute Care Hospital,2000 Woodrow Bean Transmountain Dr,El Paso,79911,106.0,106.0,12,12,0.0,0.43602997,0,4.0,31.88,-106.56
6173,48113.0,Texas,Dallas Behavioral Healthcare Hospital,Psychiatric Hospital,800 Kirnwood Dr,Desoto,75115,116.0,116.0,0,0,0.0,0.84390646,0,0.0,32.64,-96.88
6174,42043.0,Pennsylvania,Helen M Simpson Rehabilitation Hospital,Rehabilitation Hospital,4300 Londonderry Rd,Harrisburg,17109,55.0,55.0,0,0,0.0,0.71551681,0,0.0,40.28,-76.82
6175,10003.0,Delaware,Encompass Health Rehabilitation Hospital of Middletown (FKA HealthSouth Rehabilitation Hospital of Middletown),Rehabilitation Hospital,250 E Hampden Rd,Middletown,19709,40.0,37.0,1,1,0.0,0.95489681,3,2.0,39.45,-75.68
6176,39099.0,Ohio,Select Specialty Hospital - Boardman,Short Term Acute Care Hospital,8401 Market St,Youngstown,44512,24.0,24.0,4,4,0.0,0.723279,0,2.0,40.99,-80.66
6177,13077.0,Georgia,Encompass Health Rehabilitation Hospital of Newnan (FKA HealthSouth Rehabilitation Hospital of Newnan),Rehabilitation Hospital,2101 Newnan Crossing Blvd E,Newnan,30265,50.0,50.0,0,0,0.0,0.82827395,0,0.0,33.36,-84.75
6178,48157.0,Texas,Westpark Springs Hospital,Psychiatric Hospital,6902 S Peek Rd,Richmond,77407,72.0,72.0,2,2,0.0,0.83169711,0,2.0,29.69,-95.76
6179,47157.0,Tennessee,Baptist Memorial Rehabilitation Hospital,Rehabilitation Hospital,1240 S Germantown Rd,Germantown,38138,49.0,49.0,0,0,0.0,0.79714847,0,0.0,35.11,-89.8
6180,48491.0,Texas,Georgetown Behavioral Health Institute,Psychiatric Hospital,3101 S Austin Ave,Georgetown,78626,118.0,118.0,0,0,0.0,0.54369628,0,0.0,30.61,-97.68
6181,29047.0,Missouri,Signature Psychiatric Hospital,Psychiatric Hospital,2900 Clay Edwards Dr,North Kansas City,64116,36.0,72.0,0,0,0.0,0.84760273,-36,0.0,39.15,-94.55
6182,6001.0,California,Kaiser Permanente - San Leandro Medical Center,Short Term Acute Care Hospital,2500 Merced St,San Leandro,94577,216.0,206.0,20,20,20.0,0.50340474,10,3.0,37.71,-122.16
6183,6037.0,California,Ocean View Psychiatric Facility,Psychiatric Hospital,2600 Redondo Ave,Long Beach,90806,32.0,32.0,0,0,0.0,0.8225171,0,0.0,33.8,-118.15
6184,42017.0,Pennsylvania,St Mary Rehabilitation Hospital,Rehabilitation Hospital,1208 Newtown-Langhorne Rd,Langhorne,19047,50.0,50.0,0,0,0.0,0.81030136,0,0.0,40.18,-74.92
6185,29077.0,Missouri,Mercy Rehabilitation Hospital Springfield,Rehabilitation Hospital,5904 S Southwood Rd,Springfield,65804,60.0,60.0,0,0,0.0,0.72000003,0,0.0,37.1,-93.24
6186,4013.0,Arizona,Oasis Behavioral Health,Psychiatric Hospital,2190 N Grace Blvd,Chandler,85225,82.0,146.0,0,0,0.0,0.90673673,-64,0.0,33.34,-111.85
6187,48439.0,Texas,Mesa Springs Hospital,Psychiatric Hospital,5560 Mesa Springs Dr,Fort Worth,76123,72.0,72.0,2,2,0.0,0.90106547,0,2.0,32.64,-97.41
6188,48041.0,Texas,Rock Prairie Behavioral Health,Psychiatric Hospital,3550 Normand Dr,College Station,77845,72.0,72.0,0,0,0.0,0.6343227,0,0.0,30.58,-96.29
6189,48201.0,Texas,Altus Baytown Hospital,Short Term Acute Care Hospital,1626 W Baker Rd,Baytown,77521,14.0,14.0,2,2,0.0,0.15381604,0,0.0,29.77,-94.98
6190,12127.0,Florida,Select Specialty Hospital - Daytona Beach,Long Term Acute Care Hospital,301 Memorial Medical Pkwy,Daytona Beach,32117,34.0,34.0,8,8,0.0,0.82667202,0,3.0,29.24,-81.11
6191,13051.0,Georgia,Encompass Health Rehabilitation Hospital of Savannah (FKA Rehabilitation Hospital of Savannah),Rehabilitation Hospital,6510 Seawright Dr,Savannah,31406,50.0,50.0,0,0,0.0,0.86021918,0,0.0,32.01,-81.09
6192,48201.0,Texas,Houston Behavioral Healthcare Hospital,Psychiatric Hospital,2801 Gessner Rd,Houston,77080,88.0,88.0,0,0,0.0,0.81522417,0,0.0,29.82,-95.55
6193,48439.0,Texas,Medical City Alliance,Short Term Acute Care Hospital,3101 N Tarrant Pkwy,Fort Worth,76177,75.0,75.0,8,8,8.0,0.57037443,0,3.0,32.9,-97.31
6194,48029.0,Texas,San Antonio Behavioral Healthcare Hospital,Psychiatric Hospital,8550 Huebner Rd,San Antonio,78238,108.0,108.0,0,0,0.0,0.79934043,0,0.0,29.52,-98.61
6195,48085.0,Texas,Haven Behavioral Hospital of Frisco,Psychiatric Hospital,5680 Frisco Square Blvd,Frisco,75034,52.0,52.0,0,0,0.0,0.50316125,0,0.0,33.15,-96.84
6196,48113.0,Texas,Select Specialty Hospital - Dallas Downtown,Long Term Acute Care Hospital,3500 Gaston Ave,Dallas,75246,26.0,44.0,7,7,0.0,0.42617947,-18,2.0,32.79,-96.78
6197,6067.0,California,Olive Glen Foundation,Religious Non-Medical Health Care Institution,3025 Becerra Way,Sacramento,95821,6.0,6.0,0,0,0.0,0.80545455,0,0.0,38.62,-121.37
6198,9007.0,Connecticut,Albert Solnit Psychiatric Childrens Center - South Campus,Psychiatric Hospital,915 River Rd,Middletown,6457,50.0,50.0,0,0,,,0,0.0,41.56,-72.61
6199,29217.0,Missouri,Heartland Behavioral Hospital,Psychiatric Hospital,1500 W Ashland St,Nevada,64772,69.0,,0,0,,,69,0.0,37.85,-94.37
6200,29029.0,Missouri,Osage Beach Center for Cognitive Disorders,Psychiatric Hospital,840 Passover Rd,Osage Beach,65065,14.0,14.0,0,0,0.0,0.73698628,0,0.0,38.13,-92.63
6201,35047.0,New Mexico,New Mexico Behavioral Health Institute,Psychiatric Hospital,3695 Hot Springs Blvd,Las Vegas,87701,121.0,180.0,0,0,,,-59,0.0,35.61,-105.24
6202,32003.0,Nevada,Desert Parkway Behavioral Healthcare Hospital,Psychiatric Hospital,3247 S Maryland Pkwy,Las Vegas,89109,152.0,152.0,0,0,0.0,0.52988464,0,0.0,36.13,-115.14
6203,48201.0,Texas,Oceans Behavioral Hospital Katy,Psychiatric Hospital,455 Park Grove Ln,Katy,77450,48.0,48.0,0,0,0.0,0.79115295,0,0.0,29.78,-95.75
6204,51710.0,Virginia,Kempsville Center for Behavioral Health,Psychiatric Hospital,860 Kempsville Rd,Norfolk,23502,82.0,82.0,0,0,,,0,0.0,36.85,-76.19
6205,48439.0,Texas,FMC Carswell,Short Term Acute Care Hospital,3000 I St,Fort Worth,76127,338.0,338.0,59,59,,,0,0.0,32.77,-97.42
6206,13009.0,Georgia,Central State Hospital,Psychiatric Hospital,2450 Vinson Hwy,Milledgeville,31062,225.0,182.0,0,0,,,43,0.0,33.03,-83.2
6207,53053.0,Washington,Child Study and Treatment Center,Psychiatric Hospital,8805 Steilacoom Blvd Sw,Lakewood,98498,47.0,47.0,0,0,,,0,0.0,47.18,-122.56
6208,6071.0,California,Totally Kids Rehabilitation Hospital,Rehabilitation Hospital,1720 Mountain View Ave,Loma Linda,92354,25.0,25.0,0,0,,,0,0.0,34.07,-117.24
6209,32031.0,Nevada,PAM Specialty Hospital of Sparks (FKA Tahoe Pacific Hospitals - North),Long Term Acute Care Hospital,2375 E Prater Way,Sparks,89434,21.0,21.0,3,3,,,0,0.0,39.54,-119.7
6210,72021.0,Puerto Rico,Puerto Rico Womens and Children Hospital (FKA Puerto Rico Childrens Hospital),Childrens Hospital,State Rd # 2 Km 117 Interior,Bayamon,959,,,72,72,,,0,2.0,18.4,-66.15
6211,48479.0,Texas,Laredo Rehabilitation Hospital,Rehabilitation Hospital,2005a E Bustamante St,Laredo,78041,20.0,20.0,2,2,0.0,0.88479453,0,2.0,27.53,-99.47
6212,48453.0,Texas,Cross Creek Hospital,Psychiatric Hospital,8402 Cross Park Dr,Austin,78754,90.0,90.0,0,0,0.0,0.62961948,0,0.0,30.34,-97.68
6213,18097.0,Indiana,NeuroPsychiatric Hospital of Indianapolis,Psychiatric Hospital,6720 Parkdale Pl,Indianapolis,46254,50.0,50.0,0,0,0.0,0.89430135,0,0.0,39.83,-86.28
6214,5035.0,Arkansas,Perimeter Behavioral Hospital of West Memphis (FKA WoodRidge Behavioral Hospital),Psychiatric Hospital,600 N 7th St,West Memphis,72301,54.0,52.0,0,0,0.0,0.29225501,2,0.0,35.15,-90.18
6215,48439.0,Texas,Texas Rehabilitation Hospital of Arlington,Rehabilitation Hospital,900 W Arbrook Blvd,Arlington,76015,40.0,40.0,0,0,0.0,0.82589042,0,0.0,32.68,-97.12
6216,48201.0,Texas,PAM Rehabilitation Hospital of Clear Lake (FKA Bay Area Rehabilitation Hospital of Webster),Rehabilitation Hospital,110 E Medical Center Blvd,Webster,77598,45.0,45.0,0,0,0.0,0.75975645,0,0.0,29.54,-95.12
6217,23019.0,Maine,Northern Light Acadia Hospital,Psychiatric Hospital,268 Stillwater Ave,Bangor,4401,100.0,68.0,1,1,0.0,0.97308624,32,2.0,44.82,-68.76
6218,48201.0,Texas,Memorial Hermann Cypress Hospital,Short Term Acute Care Hospital,27800 Highway 290,Cypress,77433,105.0,81.0,14,14,,,24,0.0,29.98,-95.72
6219,37077.0,North Carolina,FMC Butner,Short Term Acute Care Hospital,Old N Carolina Hwy 75,Butner,27509,900.0,900.0,158,158,,,0,0.0,36.13,-78.76
6220,21067.0,Kentucky,FMC Lexington,Short Term Acute Care Hospital,3301 Leestown Rd,Lexington,40511,,,32,32,,,0,0.0,38.1,-84.56
6221,27109.0,Minnesota,FMC Rochester,Short Term Acute Care Hospital,2110 E Center St,Rochester,55904,,,32,32,,,0,0.0,44.02,-92.44
6222,25027.0,Massachusetts,FMC Devens,Short Term Acute Care Hospital,42 Patton Rd,Ayer,1434,132.0,132.0,23,23,,,0,0.0,42.54,-71.61
6223,48085.0,Texas,Texas Health Seay Behavioral Health Plano,Psychiatric Hospital,6110 W Parker Rd,Plano,75093,,,0,0,,,0,0.0,33.04,-96.84
6224,48209.0,Texas,WellBridge Healthcare San Marcos (FKA Oceans Behavioral Hospital San Marcos),Psychiatric Hospital,1106 N Interstate 35,San Marcos,78666,24.0,24.0,0,0,0.0,0.37968037,0,0.0,29.88,-97.92
6225,48347.0,Texas,Cecil Bomar Rehabilitation Center,Rehabilitation Hospital,707 Woods St,Nacogdoches,75961,21.0,21.0,0,0,,,0,0.0,31.61,-94.65
6226,48439.0,Texas,Texas Health Springwood Behavioral Health Hospital HEB,Psychiatric Hospital,2717 Tibbets Dr,Bedford,76022,70.0,70.0,0,0,,,0,0.0,32.83,-97.12
6227,48181.0,Texas,TMC Behavioral Health Center,Psychiatric Hospital,2601 N Cornerstone Dr,Sherman,75092,60.0,60.0,0,0,,,0,0.0,33.66,-96.61
6228,48041.0,Texas,CHI St Joseph Health Rehabilitation Hospital,Rehabilitation Hospital,1600 Joseph Dr,Bryan,77802,49.0,49.0,2,2,0.0,0.88873357,0,2.0,30.66,-96.35
6229,32003.0,Nevada,Henderson Hospital,Short Term Acute Care Hospital,1050 W Galleria Dr,Henderson,89011,170.0,140.0,16,16,4.0,0.64705074,30,6.0,36.07,-115.03
6230,6095.0,California,Crestwood Psychiatric Health Facility - Solano,Psychiatric Hospital,2201 Tuolumne St,Vallejo,94589,16.0,16.0,0,0,,,0,0.0,38.13,-122.24
6231,6099.0,California,Stanislaus County Psychiatric Health Facility,Psychiatric Hospital,1904 Richland Ave,Ceres,95307,16.0,16.0,0,0,,,0,0.0,37.6,-120.96
6232,6089.0,California,Restpadd Psychiatric Health Facility - Redding,Psychiatric Hospital,2750 Eureka Way,Redding,96001,16.0,16.0,0,0,,,0,0.0,40.59,-122.41
6233,47113.0,Tennessee,Perimeter Behavioral of Jackson (FKA Oaks Behavioral Hospital),Psychiatric Hospital,49 Old Hickory Blvd,Jackson,38305,40.0,40.0,0,0,0.0,0.50239724,0,0.0,35.65,-88.83
6234,12021.0,Florida,Landmark Hospital of Southwest Florida,Long Term Acute Care Hospital,1285 Creekside Blvd E,Naples,34109,50.0,50.0,8,8,0.0,0.51556164,0,2.0,26.27,-81.79
6235,12125.0,Florida,Reception and Medical Center,Short Term Acute Care Hospital,7765 S County Road 231,Lake Butler,32054,120.0,120.0,21,21,,,0,0.0,29.99,-82.36
6236,55025.0,Wisconsin,UW Health Rehabilitation Hospital,Rehabilitation Hospital,5115 N Biltmore Ln,Madison,53718,50.0,50.0,0,0,0.0,0.69435614,0,0.0,43.15,-89.3
6237,30031.0,Montana,Bozeman Health Big Sky Medical Center,Critical Access Hospital,334 Town Center Ave,Big Sky,59716,4.0,4.0,1,1,0.0,0.056985293,0,0.0,45.26,-111.3
6238,17163.0,Illinois,Memorial Hospital East,Short Term Acute Care Hospital,1404 Cross St,Shiloh,62269,94.0,94.0,6,6,0.0,0.43310988,0,3.0,38.58,-89.91
6239,32003.0,Nevada,Orthopedic Specialty Hospital of Nevada (FKA Mountains Edge Hospital),Short Term Acute Care Hospital,8656 W Patrick Ln,Las Vegas,89148,130.0,130.0,23,23,0.0,0.43696523,0,2.0,36.08,-115.28
6240,16027.0,Idaho,St Lukes Nampa Medical Center,Short Term Acute Care Hospital,9850 St Lukes Dr,Nampa,83687,87.0,70.0,10,10,4.0,0.35426652,17,2.0,43.62,-116.59
6241,53033.0,Washington,MultiCare Covington Medical Center,Short Term Acute Care Hospital,17700 Se 272nd St,Covington,98042,58.0,58.0,10,10,0.0,0.12773541,0,2.0,47.36,-122.1
6242,8014.0,Colorado,UCHealth Broomfield Hospital,Short Term Acute Care Hospital,11820 Destination Dr,Broomfield,80021,40.0,22.0,4,4,0.0,0.28692403,18,1.0,39.91,-105.09
6243,5143.0,Arkansas,Arkansas Childrens Northwest,Childrens Hospital,2601 Gene George Blvd,Springdale,72762,24.0,24.0,9,9,0.0,0.42625569999999996,0,0.0,36.16,-94.19
6244,24510.0,Maryland,Metropolitan Transition Center Correctional Facility,Short Term Acute Care Hospital,954 Forrest St,Baltimore,21202,,,4,4,,,0,0.0,39.3,-76.61
6245,12117.0,Florida,Oviedo Medical Center,Short Term Acute Care Hospital,8300 Red Bug Lake Rd,Oviedo,32765,64.0,64.0,10,10,0.0,0.48069349,0,2.0,28.66,-81.23
6246,27103.0,Minnesota,Saint Peter Regional Treatment Center,Psychiatric Hospital,100 Freeman Dr,Saint Peter,56082,48.0,48.0,0,0,,,0,0.0,44.31,-93.98
6247,8035.0,Colorado,Denver Springs Hospital,Psychiatric Hospital,8835 American Way,Englewood,80112,96.0,96.0,1,1,0.0,0.56823629,0,1.0,39.56,-104.83
6248,4013.0,Arizona,Copper Springs Hospital,Psychiatric Hospital,10550 W Mcdowell Rd,Avondale,85392,72.0,72.0,0,0,0.0,0.9701674000000001,0,0.0,33.47,-112.29
6249,48367.0,Texas,Weatherford Rehabilitation Hospital,Rehabilitation Hospital,703 Eureka St,Weatherford,76086,26.0,26.0,0,0,0.0,0.58819813,0,0.0,32.75,-97.79
6250,39049.0,Ohio,SUN Behavioral Columbus,Psychiatric Hospital,900 E Dublin Granville Rd,Columbus,43229,81.0,81.0,0,0,0.0,0.71584642,0,0.0,40.09,-82.99
6251,8041.0,Colorado,Childrens Hospital Colorado - Colorado Springs,Childrens Hospital,4090 Briargate Pkwy,Colorado Springs,80920,99.0,,35,35,,,99,2.0,38.97,-104.75
6252,20173.0,Kansas,Wesley Childrens Hospital,Childrens Hospital,550 N Hillside St,Wichita,67214,46.0,46.0,18,18,,,0,0.0,37.7,-97.3
6253,56025.0,Wyoming,Summit Medical Center,Short Term Acute Care Hospital,6350 E 2nd St,Casper,82609,16.0,16.0,3,3,,,0,0.0,42.84,-106.23
6254,39061.0,Ohio,TriHealth Rehabilitation Hospital,Rehabilitation Hospital,2155 Dana Ave,Cincinnati,45207,60.0,60.0,0,0,0.0,0.68328768,0,0.0,39.14,-84.46
6255,41039.0,Oregon,Oregon State Hospital - Junction City,Psychiatric Hospital,29398 Recovery Way,Junction City,97448,150.0,150.0,0,0,,,0,0.0,44.17,-123.2
6256,8069.0,Colorado,Clear View Behavioral Health,Psychiatric Hospital,4770 Larimer Pkwy,Johnstown,80534,92.0,92.0,0,0,0.0,0.4837701,0,0.0,40.4,-104.98
6257,25023.0,Massachusetts,High Point Hospital,Psychiatric Hospital,52 Oak St,Middleboro,2346,72.0,72.0,0,0,0.0,0.75582194,0,0.0,41.89,-70.91
6258,51059.0,Virginia,Inova Womens Hospital,Short Term Acute Care Hospital,3300 Gallows Rd,Falls Church,22042,923.0,923.0,162,162,,,0,0.0,38.87,-77.2
6259,6099.0,California,Encompass Health Rehabilitation Hospital of Modesto (FKA HealthSouth Rehabilitation Hospital of Modesto),Rehabilitation Hospital,1303 Mable Ave,Modesto,95355,50.0,50.0,3,3,0.0,0.6391781,0,2.0,37.7,-120.98
6260,37183.0,North Carolina,Triangle Springs Hospital,Psychiatric Hospital,10901 World Trade Blvd,Raleigh,27617,72.0,72.0,0,0,0.0,0.38311687,0,1.0,35.9,-78.82
6261,36103.0,New York,Stony Brook Childrens Hospital,Childrens Hospital,101 Nicolls Rd,Stony Brook,11794,104.0,104.0,40,40,,,0,1.0,40.91,-73.12
6262,39095.0,Ohio,Rehabilitation Hospital of Northwest Ohio,Rehabilitation Hospital,1455 W Medical Loop,Toledo,43614,40.0,40.0,4,4,0.0,0.67171234,0,2.0,41.62,-83.62
6263,5051.0,Arkansas,CHI St Vincent Hot Springs Rehabilitation Hospital,Rehabilitation Hospital,1636 Higdon Ferry Rd,Hot Springs,71913,40.0,40.0,3,3,0.0,0.78897262,0,2.0,34.46,-93.07
6264,4013.0,Arizona,Cobalt Rehabilitation Hospital of Surprise,Rehabilitation Hospital,13060 W Bell Rd,Surprise,85378,40.0,40.0,0,0,0.0,0.65082192,0,0.0,33.64,-112.34
6265,22071.0,Louisiana,Cobalt Rehabilitation Hospital of New Orleans,Rehabilitation Hospital,3601 Coliseum St,New Orleans,70115,60.0,60.0,0,0,0.0,0.37068492,0,0.0,29.92,-90.09
6266,39139.0,Ohio,Ontario Hospital,Short Term Acute Care Hospital,715 Richland Mall,Ontario,44906,26.0,26.0,7,7,0.0,0.42486829,0,2.0,40.77,-82.59
6267,38017.0,North Dakota,Cobalt Rehabilitation Hospital Fargo,Rehabilitation Hospital,4671 38th St S,Fargo,58104,42.0,42.0,0,0,,,0,0.0,46.79,-96.83
6268,20091.0,Kansas,Cottonwood Springs Hospital,Psychiatric Hospital,13351 S Arapaho Dr,Olathe,66062,72.0,72.0,0,0,0.0,0.73390412,0,0.0,38.89,-94.77
6269,22009.0,Louisiana,Beacon Behavioral Hospital - Bunkie,Psychiatric Hospital,323 Evergreen St,Bunkie,71322,18.0,18.0,0,0,0.0,0.74901068,0,0.0,30.95,-92.18
6270,39093.0,Ohio,ClearVista Health and Wellness,Psychiatric Hospital,3364 Kolbe Rd,Lorain,44053,52.0,52.0,0,0,0.0,0.70331931,0,0.0,41.44,-82.24
6271,48423.0,Texas,CHRISTUS Mother Frances Hospital - South Tyler,Short Term Acute Care Hospital,8389 S Broadway Ave,Tyler,75703,8.0,24.0,4,4,,,-16,0.0,32.26,-95.31
6272,39061.0,Ohio,Blueridge Vista Health and Wellness,Psychiatric Hospital,5500 Verulam Ave,Cincinnati,45213,44.0,44.0,0,0,0.0,0.71755916,0,0.0,39.17,-84.43
6273,45015.0,South Carolina,Roper St Francis Healthcare (AKA Berkeley Hospital),Short Term Acute Care Hospital,100 Callen Blvd,Summerville,29483,50.0,,32,32,,,50,0.0,33.1,-80.14
6274,39049.0,Ohio,Columbus Springs East Hospital,Short Term Acute Care Hospital,2085 Citygate Dr,Columbus,43219,72.0,72.0,13,13,,,0,0.0,40.01,-82.91
6275,40109.0,Oklahoma,Oakwood Springs Hospital,Psychiatric Hospital,13101 Memorial Springs Ct,Oklahoma City,73114,72.0,72.0,0,0,0.0,0.65281582,0,0.0,35.6,-97.53
6276,5031.0,Arkansas,Arkansas Continued Care Hospital of Jonesboro,Short Term Acute Care Hospital,3024 Red Wolf Blvd,Jonesboro,72401,44.0,44.0,8,8,0.0,0.12717852,0,2.0,35.81,-90.67
6277,25027.0,Massachusetts,TaraVista Behavioral Health Center,Psychiatric Hospital,85 Patton Rd,Devens,1434,108.0,108.0,0,0,0.0,0.69863015,0,0.0,42.53,-71.61
6278,56037.0,Wyoming,Aspen Mountain Medical Center,Short Term Acute Care Hospital,4401 College Dr,Rock Springs,82901,16.0,16.0,3,3,,,0,0.0,41.6,-109.25
6279,8059.0,Colorado,SCL Health Community Hospital Southwest (AKA Saint Joseph Emergency - Littleton),Short Term Acute Care Hospital,8515 W Coal Mine Ave,Littleton,80123,8.0,10.0,2,2,,,-2,0.0,39.6,-105.09
6280,8005.0,Colorado,SCL Health Community Hospital Aurora (AKA Saint Joseph Emergency - Aurora),Short Term Acute Care Hospital,23770 E Smoky Hill Rd,Aurora,80016,8.0,8.0,1,1,,,0,0.0,39.6,-104.71
6281,8001.0,Colorado,SCL Health Community Hospital Northglenn (AKA Saint Joseph Emergency - Northglenn),Short Term Acute Care Hospital,11900 Grant St,Northglenn,80233,8.0,8.0,1,1,,,0,0.0,39.91,-104.98
6282,48039.0,Texas,Encompass Health Rehabilitation Hospital of Pearland (FKA HealthSouth Pearland Rehabilitation Hospital),Rehabilitation Hospital,2121 Business Center Dr,Pearland,77584,40.0,40.0,1,1,0.0,0.69207692,0,1.0,29.57,-95.39
6283,37059.0,North Carolina,Wake Forest Baptist Health - Davie Medical Center,Short Term Acute Care Hospital,329 Nc Highway 801 N,Bermuda Run,27006,50.0,50.0,9,9,,,0,1.0,36.01,-80.45
6284,36061.0,New York,NYU Langone Hassenfeld Childrens Hospital,Childrens Hospital,424 E 34th St,New York,10016,68.0,68.0,26,26,,,0,2.0,40.74,-73.97
6285,49011.0,Utah,Layton Hospital,Short Term Acute Care Hospital,201 W Layton Pkwy,Layton,84041,43.0,43.0,8,8,,,0,1.0,41.05,-111.97
6286,2020.0,Alaska,Alaska VA Healthcare System,VA Hospital,1201 N Muldoon Rd,Anchorage,99504,,,0,0,,,0,0.0,61.23,-149.74
6287,41029.0,Oregon,Southern Oregon Rehabilitation Center (AKA White City VA Medical Center),VA Hospital,8495 Crater Lake Hwy,White City,97503,,,0,0,,,0,0.0,42.44,-122.84
6288,1083.0,Alabama,North Alabama Specialty Hospital,Long Term Acute Care Hospital,700 W Market St,Athens,35611,31.0,31.0,8,8,0.0,0.45267344,0,3.0,34.8,-86.98
6289,9011.0,Connecticut,Stonington Institute,Short Term Acute Care Hospital,75 Swantown Hill Rd,North Stonington,6359,18.0,18.0,3,3,,,0,0.0,41.47,-71.93
6290,17031.0,Illinois,Rush University Childrens Hospital (FKA Rush Childrens Hospital),Childrens Hospital,1653 W Congress Pkwy,Chicago,60612,807.0,807.0,310,310,,,0,3.0,41.87,-87.67
6291,39093.0,Ohio,University Hospitals Avon Rehabilitation Hospital,Rehabilitation Hospital,37900 Chester Rd,Avon,44011,50.0,50.0,0,0,0.0,0.45901369999999997,0,0.0,41.47,-82.04
